image_path,depth_path
/home/clena/PycharmProjects/SLAM_Colon/Data/Colon_5_backward/Frame/Frame_0025.png,/home/clena/PycharmProjects/SLAM_Colon/Data/Colon_5_backward/Depth/Depth_0025.exr
/home/clena/PycharmProjects/SLAM_Colon/Data/Colon_5_backward/Frame/Frame_0026.png,/home/clena/PycharmProjects/SLAM_Colon/Data/Colon_5_backward/Depth/Depth_0026.exr
/home/clena/PycharmProjects/SLAM_Colon/Data/Colon_5_backward/Frame/Frame_0027.png,/home/clena/PycharmProjects/SLAM_Colon/Data/Colon_5_backward/Depth/Depth_0027.exr
/home/clena/PycharmProjects/SLAM_Colon/Data/Colon_5_backward/Frame/Frame_0028.png,/home/clena/PycharmProjects/SLAM_Colon/Data/Colon_5_backward/Depth/Depth_0028.exr
/home/clena/PycharmProjects/SLAM_Colon/Data/Colon_5_backward/Frame/Frame_0029.png,/home/clena/PycharmProjects/SLAM_Colon/Data/Colon_5_backward/Depth/Depth_0029.exr
/home/clena/PycharmProjects/SLAM_Colon/Data/Colon_5_backward/Frame/Frame_0030.png,/home/clena/PycharmProjects/SLAM_Colon/Data/Colon_5_backward/Depth/Depth_0030.exr
/home/clena/PycharmProjects/SLAM_Colon/Data/Colon_5_backward/Frame/Frame_0031.png,/home/clena/PycharmProjects/SLAM_Colon/Data/Colon_5_backward/Depth/Depth_0031.exr
/home/clena/PycharmProjects/SLAM_Colon/Data/Colon_5_backward/Frame/Frame_0032.png,/home/clena/PycharmProjects/SLAM_Colon/Data/Colon_5_backward/Depth/Depth_0032.exr
/home/clena/PycharmProjects/SLAM_Colon/Data/Colon_5_backward/Frame/Frame_0033.png,/home/clena/PycharmProjects/SLAM_Colon/Data/Colon_5_backward/Depth/Depth_0033.exr
/home/clena/PycharmProjects/SLAM_Colon/Data/Colon_5_backward/Frame/Frame_0034.png,/home/clena/PycharmProjects/SLAM_Colon/Data/Colon_5_backward/Depth/Depth_0034.exr
/home/clena/PycharmProjects/SLAM_Colon/Data/Colon_5_backward/Frame/Frame_0035.png,/home/clena/PycharmProjects/SLAM_Colon/Data/Colon_5_backward/Depth/Depth_0035.exr
/home/clena/PycharmProjects/SLAM_Colon/Data/Colon_5_backward/Frame/Frame_0036.png,/home/clena/PycharmProjects/SLAM_Colon/Data/Colon_5_backward/Depth/Depth_0036.exr
/home/clena/PycharmProjects/SLAM_Colon/Data/Colon_5_backward/Frame/Frame_0037.png,/home/clena/PycharmProjects/SLAM_Colon/Data/Colon_5_backward/Depth/Depth_0037.exr
/home/clena/PycharmProjects/SLAM_Colon/Data/Colon_5_backward/Frame/Frame_0038.png,/home/clena/PycharmProjects/SLAM_Colon/Data/Colon_5_backward/Depth/Depth_0038.exr
/home/clena/PycharmProjects/SLAM_Colon/Data/Colon_5_backward/Frame/Frame_0039.png,/home/clena/PycharmProjects/SLAM_Colon/Data/Colon_5_backward/Depth/Depth_0039.exr
/home/clena/PycharmProjects/SLAM_Colon/Data/Colon_5_backward/Frame/Frame_0040.png,/home/clena/PycharmProjects/SLAM_Colon/Data/Colon_5_backward/Depth/Depth_0040.exr
/home/clena/PycharmProjects/SLAM_Colon/Data/Colon_5_backward/Frame/Frame_0041.png,/home/clena/PycharmProjects/SLAM_Colon/Data/Colon_5_backward/Depth/Depth_0041.exr
/home/clena/PycharmProjects/SLAM_Colon/Data/Colon_5_backward/Frame/Frame_0042.png,/home/clena/PycharmProjects/SLAM_Colon/Data/Colon_5_backward/Depth/Depth_0042.exr
/home/clena/PycharmProjects/SLAM_Colon/Data/Colon_5_backward/Frame/Frame_0043.png,/home/clena/PycharmProjects/SLAM_Colon/Data/Colon_5_backward/Depth/Depth_0043.exr
/home/clena/PycharmProjects/SLAM_Colon/Data/Colon_5_backward/Frame/Frame_0044.png,/home/clena/PycharmProjects/SLAM_Colon/Data/Colon_5_backward/Depth/Depth_0044.exr
/home/clena/PycharmProjects/SLAM_Colon/Data/Colon_5_backward/Frame/Frame_0045.png,/home/clena/PycharmProjects/SLAM_Colon/Data/Colon_5_backward/Depth/Depth_0045.exr
/home/clena/PycharmProjects/SLAM_Colon/Data/Colon_5_backward/Frame/Frame_0046.png,/home/clena/PycharmProjects/SLAM_Colon/Data/Colon_5_backward/Depth/Depth_0046.exr
/home/clena/PycharmProjects/SLAM_Colon/Data/Colon_5_backward/Frame/Frame_0047.png,/home/clena/PycharmProjects/SLAM_Colon/Data/Colon_5_backward/Depth/Depth_0047.exr
/home/clena/PycharmProjects/SLAM_Colon/Data/Colon_5_backward/Frame/Frame_0048.png,/home/clena/PycharmProjects/SLAM_Colon/Data/Colon_5_backward/Depth/Depth_0048.exr
/home/clena/PycharmProjects/SLAM_Colon/Data/Colon_5_backward/Frame/Frame_0049.png,/home/clena/PycharmProjects/SLAM_Colon/Data/Colon_5_backward/Depth/Depth_0049.exr
/home/clena/PycharmProjects/SLAM_Colon/Data/Colon_5_backward/Frame/Frame_0050.png,/home/clena/PycharmProjects/SLAM_Colon/Data/Colon_5_backward/Depth/Depth_0050.exr
/home/clena/PycharmProjects/SLAM_Colon/Data/Colon_5_backward/Frame/Frame_0051.png,/home/clena/PycharmProjects/SLAM_Colon/Data/Colon_5_backward/Depth/Depth_0051.exr
/home/clena/PycharmProjects/SLAM_Colon/Data/Colon_5_backward/Frame/Frame_0052.png,/home/clena/PycharmProjects/SLAM_Colon/Data/Colon_5_backward/Depth/Depth_0052.exr
/home/clena/PycharmProjects/SLAM_Colon/Data/Colon_5_backward/Frame/Frame_0053.png,/home/clena/PycharmProjects/SLAM_Colon/Data/Colon_5_backward/Depth/Depth_0053.exr
/home/clena/PycharmProjects/SLAM_Colon/Data/Colon_5_backward/Frame/Frame_0054.png,/home/clena/PycharmProjects/SLAM_Colon/Data/Colon_5_backward/Depth/Depth_0054.exr
/home/clena/PycharmProjects/SLAM_Colon/Data/Colon_5_backward/Frame/Frame_0055.png,/home/clena/PycharmProjects/SLAM_Colon/Data/Colon_5_backward/Depth/Depth_0055.exr
/home/clena/PycharmProjects/SLAM_Colon/Data/Colon_5_backward/Frame/Frame_0056.png,/home/clena/PycharmProjects/SLAM_Colon/Data/Colon_5_backward/Depth/Depth_0056.exr
/home/clena/PycharmProjects/SLAM_Colon/Data/Colon_5_backward/Frame/Frame_0057.png,/home/clena/PycharmProjects/SLAM_Colon/Data/Colon_5_backward/Depth/Depth_0057.exr
/home/clena/PycharmProjects/SLAM_Colon/Data/Colon_5_backward/Frame/Frame_0058.png,/home/clena/PycharmProjects/SLAM_Colon/Data/Colon_5_backward/Depth/Depth_0058.exr
/home/clena/PycharmProjects/SLAM_Colon/Data/Colon_5_backward/Frame/Frame_0059.png,/home/clena/PycharmProjects/SLAM_Colon/Data/Colon_5_backward/Depth/Depth_0059.exr
/home/clena/PycharmProjects/SLAM_Colon/Data/Colon_5_backward/Frame/Frame_0060.png,/home/clena/PycharmProjects/SLAM_Colon/Data/Colon_5_backward/Depth/Depth_0060.exr
/home/clena/PycharmProjects/SLAM_Colon/Data/Colon_5_backward/Frame/Frame_0061.png,/home/clena/PycharmProjects/SLAM_Colon/Data/Colon_5_backward/Depth/Depth_0061.exr
/home/clena/PycharmProjects/SLAM_Colon/Data/Colon_5_backward/Frame/Frame_0062.png,/home/clena/PycharmProjects/SLAM_Colon/Data/Colon_5_backward/Depth/Depth_0062.exr
/home/clena/PycharmProjects/SLAM_Colon/Data/Colon_5_backward/Frame/Frame_0063.png,/home/clena/PycharmProjects/SLAM_Colon/Data/Colon_5_backward/Depth/Depth_0063.exr
/home/clena/PycharmProjects/SLAM_Colon/Data/Colon_5_backward/Frame/Frame_0064.png,/home/clena/PycharmProjects/SLAM_Colon/Data/Colon_5_backward/Depth/Depth_0064.exr
/home/clena/PycharmProjects/SLAM_Colon/Data/Colon_5_backward/Frame/Frame_0065.png,/home/clena/PycharmProjects/SLAM_Colon/Data/Colon_5_backward/Depth/Depth_0065.exr
/home/clena/PycharmProjects/SLAM_Colon/Data/Colon_5_backward/Frame/Frame_0066.png,/home/clena/PycharmProjects/SLAM_Colon/Data/Colon_5_backward/Depth/Depth_0066.exr
/home/clena/PycharmProjects/SLAM_Colon/Data/Colon_5_backward/Frame/Frame_0067.png,/home/clena/PycharmProjects/SLAM_Colon/Data/Colon_5_backward/Depth/Depth_0067.exr
/home/clena/PycharmProjects/SLAM_Colon/Data/Colon_5_backward/Frame/Frame_0068.png,/home/clena/PycharmProjects/SLAM_Colon/Data/Colon_5_backward/Depth/Depth_0068.exr
/home/clena/PycharmProjects/SLAM_Colon/Data/Colon_5_backward/Frame/Frame_0069.png,/home/clena/PycharmProjects/SLAM_Colon/Data/Colon_5_backward/Depth/Depth_0069.exr
/home/clena/PycharmProjects/SLAM_Colon/Data/Colon_5_backward/Frame/Frame_0070.png,/home/clena/PycharmProjects/SLAM_Colon/Data/Colon_5_backward/Depth/Depth_0070.exr
/home/clena/PycharmProjects/SLAM_Colon/Data/Colon_5_backward/Frame/Frame_0071.png,/home/clena/PycharmProjects/SLAM_Colon/Data/Colon_5_backward/Depth/Depth_0071.exr
/home/clena/PycharmProjects/SLAM_Colon/Data/Colon_5_backward/Frame/Frame_0072.png,/home/clena/PycharmProjects/SLAM_Colon/Data/Colon_5_backward/Depth/Depth_0072.exr
/home/clena/PycharmProjects/SLAM_Colon/Data/Colon_5_backward/Frame/Frame_0073.png,/home/clena/PycharmProjects/SLAM_Colon/Data/Colon_5_backward/Depth/Depth_0073.exr
/home/clena/PycharmProjects/SLAM_Colon/Data/Colon_5_backward/Frame/Frame_0074.png,/home/clena/PycharmProjects/SLAM_Colon/Data/Colon_5_backward/Depth/Depth_0074.exr
/home/clena/PycharmProjects/SLAM_Colon/Data/Colon_5_backward/Frame/Frame_0075.png,/home/clena/PycharmProjects/SLAM_Colon/Data/Colon_5_backward/Depth/Depth_0075.exr
/home/clena/PycharmProjects/SLAM_Colon/Data/Colon_5_backward/Frame/Frame_0076.png,/home/clena/PycharmProjects/SLAM_Colon/Data/Colon_5_backward/Depth/Depth_0076.exr
/home/clena/PycharmProjects/SLAM_Colon/Data/Colon_5_backward/Frame/Frame_0077.png,/home/clena/PycharmProjects/SLAM_Colon/Data/Colon_5_backward/Depth/Depth_0077.exr
/home/clena/PycharmProjects/SLAM_Colon/Data/Colon_5_backward/Frame/Frame_0078.png,/home/clena/PycharmProjects/SLAM_Colon/Data/Colon_5_backward/Depth/Depth_0078.exr
/home/clena/PycharmProjects/SLAM_Colon/Data/Colon_5_backward/Frame/Frame_0079.png,/home/clena/PycharmProjects/SLAM_Colon/Data/Colon_5_backward/Depth/Depth_0079.exr
/home/clena/PycharmProjects/SLAM_Colon/Data/Colon_5_backward/Frame/Frame_0080.png,/home/clena/PycharmProjects/SLAM_Colon/Data/Colon_5_backward/Depth/Depth_0080.exr
/home/clena/PycharmProjects/SLAM_Colon/Data/Colon_5_backward/Frame/Frame_0081.png,/home/clena/PycharmProjects/SLAM_Colon/Data/Colon_5_backward/Depth/Depth_0081.exr
/home/clena/PycharmProjects/SLAM_Colon/Data/Colon_5_backward/Frame/Frame_0082.png,/home/clena/PycharmProjects/SLAM_Colon/Data/Colon_5_backward/Depth/Depth_0082.exr
/home/clena/PycharmProjects/SLAM_Colon/Data/Colon_5_backward/Frame/Frame_0083.png,/home/clena/PycharmProjects/SLAM_Colon/Data/Colon_5_backward/Depth/Depth_0083.exr
/home/clena/PycharmProjects/SLAM_Colon/Data/Colon_5_backward/Frame/Frame_0084.png,/home/clena/PycharmProjects/SLAM_Colon/Data/Colon_5_backward/Depth/Depth_0084.exr
/home/clena/PycharmProjects/SLAM_Colon/Data/Colon_5_backward/Frame/Frame_0085.png,/home/clena/PycharmProjects/SLAM_Colon/Data/Colon_5_backward/Depth/Depth_0085.exr
/home/clena/PycharmProjects/SLAM_Colon/Data/Colon_5_backward/Frame/Frame_0086.png,/home/clena/PycharmProjects/SLAM_Colon/Data/Colon_5_backward/Depth/Depth_0086.exr
/home/clena/PycharmProjects/SLAM_Colon/Data/Colon_5_backward/Frame/Frame_0087.png,/home/clena/PycharmProjects/SLAM_Colon/Data/Colon_5_backward/Depth/Depth_0087.exr
/home/clena/PycharmProjects/SLAM_Colon/Data/Colon_5_backward/Frame/Frame_0088.png,/home/clena/PycharmProjects/SLAM_Colon/Data/Colon_5_backward/Depth/Depth_0088.exr
/home/clena/PycharmProjects/SLAM_Colon/Data/Colon_5_backward/Frame/Frame_0089.png,/home/clena/PycharmProjects/SLAM_Colon/Data/Colon_5_backward/Depth/Depth_0089.exr
/home/clena/PycharmProjects/SLAM_Colon/Data/Colon_5_backward/Frame/Frame_0090.png,/home/clena/PycharmProjects/SLAM_Colon/Data/Colon_5_backward/Depth/Depth_0090.exr
/home/clena/PycharmProjects/SLAM_Colon/Data/Colon_5_backward/Frame/Frame_0091.png,/home/clena/PycharmProjects/SLAM_Colon/Data/Colon_5_backward/Depth/Depth_0091.exr
/home/clena/PycharmProjects/SLAM_Colon/Data/Colon_5_backward/Frame/Frame_0092.png,/home/clena/PycharmProjects/SLAM_Colon/Data/Colon_5_backward/Depth/Depth_0092.exr
/home/clena/PycharmProjects/SLAM_Colon/Data/Colon_5_backward/Frame/Frame_0093.png,/home/clena/PycharmProjects/SLAM_Colon/Data/Colon_5_backward/Depth/Depth_0093.exr
/home/clena/PycharmProjects/SLAM_Colon/Data/Colon_5_backward/Frame/Frame_0094.png,/home/clena/PycharmProjects/SLAM_Colon/Data/Colon_5_backward/Depth/Depth_0094.exr
/home/clena/PycharmProjects/SLAM_Colon/Data/Colon_5_backward/Frame/Frame_0095.png,/home/clena/PycharmProjects/SLAM_Colon/Data/Colon_5_backward/Depth/Depth_0095.exr
/home/clena/PycharmProjects/SLAM_Colon/Data/Colon_5_backward/Frame/Frame_0096.png,/home/clena/PycharmProjects/SLAM_Colon/Data/Colon_5_backward/Depth/Depth_0096.exr
/home/clena/PycharmProjects/SLAM_Colon/Data/Colon_5_backward/Frame/Frame_0097.png,/home/clena/PycharmProjects/SLAM_Colon/Data/Colon_5_backward/Depth/Depth_0097.exr
/home/clena/PycharmProjects/SLAM_Colon/Data/Colon_5_backward/Frame/Frame_0098.png,/home/clena/PycharmProjects/SLAM_Colon/Data/Colon_5_backward/Depth/Depth_0098.exr
/home/clena/PycharmProjects/SLAM_Colon/Data/Colon_5_backward/Frame/Frame_0099.png,/home/clena/PycharmProjects/SLAM_Colon/Data/Colon_5_backward/Depth/Depth_0099.exr
/home/clena/PycharmProjects/SLAM_Colon/Data/Colon_5_backward/Frame/Frame_0100.png,/home/clena/PycharmProjects/SLAM_Colon/Data/Colon_5_backward/Depth/Depth_0100.exr
/home/clena/PycharmProjects/SLAM_Colon/Data/Colon_5_backward/Frame/Frame_0101.png,/home/clena/PycharmProjects/SLAM_Colon/Data/Colon_5_backward/Depth/Depth_0101.exr
/home/clena/PycharmProjects/SLAM_Colon/Data/Colon_5_backward/Frame/Frame_0102.png,/home/clena/PycharmProjects/SLAM_Colon/Data/Colon_5_backward/Depth/Depth_0102.exr
/home/clena/PycharmProjects/SLAM_Colon/Data/Colon_5_backward/Frame/Frame_0103.png,/home/clena/PycharmProjects/SLAM_Colon/Data/Colon_5_backward/Depth/Depth_0103.exr
/home/clena/PycharmProjects/SLAM_Colon/Data/Colon_5_backward/Frame/Frame_0104.png,/home/clena/PycharmProjects/SLAM_Colon/Data/Colon_5_backward/Depth/Depth_0104.exr
/home/clena/PycharmProjects/SLAM_Colon/Data/Colon_5_backward/Frame/Frame_0105.png,/home/clena/PycharmProjects/SLAM_Colon/Data/Colon_5_backward/Depth/Depth_0105.exr
/home/clena/PycharmProjects/SLAM_Colon/Data/Colon_5_backward/Frame/Frame_0106.png,/home/clena/PycharmProjects/SLAM_Colon/Data/Colon_5_backward/Depth/Depth_0106.exr
/home/clena/PycharmProjects/SLAM_Colon/Data/Colon_5_backward/Frame/Frame_0107.png,/home/clena/PycharmProjects/SLAM_Colon/Data/Colon_5_backward/Depth/Depth_0107.exr
/home/clena/PycharmProjects/SLAM_Colon/Data/Colon_5_backward/Frame/Frame_0108.png,/home/clena/PycharmProjects/SLAM_Colon/Data/Colon_5_backward/Depth/Depth_0108.exr
/home/clena/PycharmProjects/SLAM_Colon/Data/Colon_5_backward/Frame/Frame_0109.png,/home/clena/PycharmProjects/SLAM_Colon/Data/Colon_5_backward/Depth/Depth_0109.exr
/home/clena/PycharmProjects/SLAM_Colon/Data/Colon_5_backward/Frame/Frame_0110.png,/home/clena/PycharmProjects/SLAM_Colon/Data/Colon_5_backward/Depth/Depth_0110.exr
/home/clena/PycharmProjects/SLAM_Colon/Data/Colon_5_backward/Frame/Frame_0111.png,/home/clena/PycharmProjects/SLAM_Colon/Data/Colon_5_backward/Depth/Depth_0111.exr
/home/clena/PycharmProjects/SLAM_Colon/Data/Colon_5_backward/Frame/Frame_0112.png,/home/clena/PycharmProjects/SLAM_Colon/Data/Colon_5_backward/Depth/Depth_0112.exr
/home/clena/PycharmProjects/SLAM_Colon/Data/Colon_5_backward/Frame/Frame_0113.png,/home/clena/PycharmProjects/SLAM_Colon/Data/Colon_5_backward/Depth/Depth_0113.exr
/home/clena/PycharmProjects/SLAM_Colon/Data/Colon_5_backward/Frame/Frame_0114.png,/home/clena/PycharmProjects/SLAM_Colon/Data/Colon_5_backward/Depth/Depth_0114.exr
/home/clena/PycharmProjects/SLAM_Colon/Data/Colon_5_backward/Frame/Frame_0115.png,/home/clena/PycharmProjects/SLAM_Colon/Data/Colon_5_backward/Depth/Depth_0115.exr
/home/clena/PycharmProjects/SLAM_Colon/Data/Colon_5_backward/Frame/Frame_0116.png,/home/clena/PycharmProjects/SLAM_Colon/Data/Colon_5_backward/Depth/Depth_0116.exr
/home/clena/PycharmProjects/SLAM_Colon/Data/Colon_5_backward/Frame/Frame_0117.png,/home/clena/PycharmProjects/SLAM_Colon/Data/Colon_5_backward/Depth/Depth_0117.exr
/home/clena/PycharmProjects/SLAM_Colon/Data/Colon_5_backward/Frame/Frame_0118.png,/home/clena/PycharmProjects/SLAM_Colon/Data/Colon_5_backward/Depth/Depth_0118.exr
/home/clena/PycharmProjects/SLAM_Colon/Data/Colon_5_backward/Frame/Frame_0119.png,/home/clena/PycharmProjects/SLAM_Colon/Data/Colon_5_backward/Depth/Depth_0119.exr
/home/clena/PycharmProjects/SLAM_Colon/Data/Colon_5_backward/Frame/Frame_0120.png,/home/clena/PycharmProjects/SLAM_Colon/Data/Colon_5_backward/Depth/Depth_0120.exr
/home/clena/PycharmProjects/SLAM_Colon/Data/Colon_5_backward/Frame/Frame_0121.png,/home/clena/PycharmProjects/SLAM_Colon/Data/Colon_5_backward/Depth/Depth_0121.exr
/home/clena/PycharmProjects/SLAM_Colon/Data/Colon_5_backward/Frame/Frame_0122.png,/home/clena/PycharmProjects/SLAM_Colon/Data/Colon_5_backward/Depth/Depth_0122.exr
/home/clena/PycharmProjects/SLAM_Colon/Data/Colon_5_backward/Frame/Frame_0123.png,/home/clena/PycharmProjects/SLAM_Colon/Data/Colon_5_backward/Depth/Depth_0123.exr
/home/clena/PycharmProjects/SLAM_Colon/Data/Colon_5_backward/Frame/Frame_0124.png,/home/clena/PycharmProjects/SLAM_Colon/Data/Colon_5_backward/Depth/Depth_0124.exr
/home/clena/PycharmProjects/SLAM_Colon/Data/Colon_5_backward/Frame/Frame_0125.png,/home/clena/PycharmProjects/SLAM_Colon/Data/Colon_5_backward/Depth/Depth_0125.exr
/home/clena/PycharmProjects/SLAM_Colon/Data/Colon_5_backward/Frame/Frame_0126.png,/home/clena/PycharmProjects/SLAM_Colon/Data/Colon_5_backward/Depth/Depth_0126.exr
/home/clena/PycharmProjects/SLAM_Colon/Data/Colon_5_backward/Frame/Frame_0127.png,/home/clena/PycharmProjects/SLAM_Colon/Data/Colon_5_backward/Depth/Depth_0127.exr
/home/clena/PycharmProjects/SLAM_Colon/Data/Colon_5_backward/Frame/Frame_0128.png,/home/clena/PycharmProjects/SLAM_Colon/Data/Colon_5_backward/Depth/Depth_0128.exr
/home/clena/PycharmProjects/SLAM_Colon/Data/Colon_5_backward/Frame/Frame_0129.png,/home/clena/PycharmProjects/SLAM_Colon/Data/Colon_5_backward/Depth/Depth_0129.exr
/home/clena/PycharmProjects/SLAM_Colon/Data/Colon_5_backward/Frame/Frame_0130.png,/home/clena/PycharmProjects/SLAM_Colon/Data/Colon_5_backward/Depth/Depth_0130.exr
/home/clena/PycharmProjects/SLAM_Colon/Data/Colon_5_backward/Frame/Frame_0131.png,/home/clena/PycharmProjects/SLAM_Colon/Data/Colon_5_backward/Depth/Depth_0131.exr
/home/clena/PycharmProjects/SLAM_Colon/Data/Colon_5_backward/Frame/Frame_0132.png,/home/clena/PycharmProjects/SLAM_Colon/Data/Colon_5_backward/Depth/Depth_0132.exr
/home/clena/PycharmProjects/SLAM_Colon/Data/Colon_5_backward/Frame/Frame_0133.png,/home/clena/PycharmProjects/SLAM_Colon/Data/Colon_5_backward/Depth/Depth_0133.exr
/home/clena/PycharmProjects/SLAM_Colon/Data/Colon_5_backward/Frame/Frame_0134.png,/home/clena/PycharmProjects/SLAM_Colon/Data/Colon_5_backward/Depth/Depth_0134.exr
/home/clena/PycharmProjects/SLAM_Colon/Data/Colon_5_backward/Frame/Frame_0135.png,/home/clena/PycharmProjects/SLAM_Colon/Data/Colon_5_backward/Depth/Depth_0135.exr
/home/clena/PycharmProjects/SLAM_Colon/Data/Colon_5_backward/Frame/Frame_0136.png,/home/clena/PycharmProjects/SLAM_Colon/Data/Colon_5_backward/Depth/Depth_0136.exr
/home/clena/PycharmProjects/SLAM_Colon/Data/Colon_5_backward/Frame/Frame_0137.png,/home/clena/PycharmProjects/SLAM_Colon/Data/Colon_5_backward/Depth/Depth_0137.exr
/home/clena/PycharmProjects/SLAM_Colon/Data/Colon_5_backward/Frame/Frame_0138.png,/home/clena/PycharmProjects/SLAM_Colon/Data/Colon_5_backward/Depth/Depth_0138.exr
/home/clena/PycharmProjects/SLAM_Colon/Data/Colon_5_backward/Frame/Frame_0139.png,/home/clena/PycharmProjects/SLAM_Colon/Data/Colon_5_backward/Depth/Depth_0139.exr
/home/clena/PycharmProjects/SLAM_Colon/Data/Colon_5_backward/Frame/Frame_0140.png,/home/clena/PycharmProjects/SLAM_Colon/Data/Colon_5_backward/Depth/Depth_0140.exr
/home/clena/PycharmProjects/SLAM_Colon/Data/Colon_5_backward/Frame/Frame_0141.png,/home/clena/PycharmProjects/SLAM_Colon/Data/Colon_5_backward/Depth/Depth_0141.exr
/home/clena/PycharmProjects/SLAM_Colon/Data/Colon_5_backward/Frame/Frame_0142.png,/home/clena/PycharmProjects/SLAM_Colon/Data/Colon_5_backward/Depth/Depth_0142.exr
/home/clena/PycharmProjects/SLAM_Colon/Data/Colon_5_backward/Frame/Frame_0143.png,/home/clena/PycharmProjects/SLAM_Colon/Data/Colon_5_backward/Depth/Depth_0143.exr
